id,usefors,description,name,refId
"2719","","I have investigated factors which can influence participation in physical activity and food choices, and the impact of activity on population health in the Scottish and wider contexts. I can use this information to discuss policies and inform my own health choices.","HWB 4-28a","tcm:4-526827"
"2720","","","Physical activity and sport","tcm:4-526271"
"2721","","I am enjoying daily opportunities to participate in different kinds of energetic play, both outdoors and indoors.","HWB 0-25a","tcm:4-526826"
"2722","","Within and beyond my place of learning I am enjoying daily opportunities to participate in physical activities and sport, making use of available indoor and outdoor space.","HWB 1-25a","tcm:4-526828"
"2723","","I am experiencing enjoyment and achievement on a daily basis by taking part in different kinds of energetic physical activities of my choosing, including sport and opportunities for outdoor learning, available at my place of learning and in the wider community.","HWB 2-25a","tcm:4-526829"
"2724","","I have investigated the role of sport and the opportunities it may offer me. I am able to access opportunities for participation in sport and the development of my performance in my place of learning and beyond.","HWB 2-26a","tcm:4-526833"
"2725","","I am experiencing enjoyment and achievement on a daily basis by taking part in different kinds of energetic physical activities of my choosing, including sport and opportunities for outdoor learning, available at my place of learning and in the wider community.","HWB 3-25a","tcm:4-526830"
"2726","","I have investigated the role of sport and the opportunities it may offer me. I am able to access opportunities for participation in sport and the development of my performance in my place of learning and beyond.","HWB 3-26a","tcm:4-526832"
"2727","","I continue to enjoy daily participation in moderate to vigorous physical activity and sport and can demonstrate my understanding that it can: contribute to and promote my learning; develop my fitness and physical and mental wellbeing; develop my social skills, positive attitudes and values; make an important contribution to living a healthy lifestyle.","HWB 4-25a","tcm:4-526831"
"2728","","I can explain the role of sport in cultural heritage and have explored the opportunities available for me to participate in school sport and sporting events. I make use of participation and performance pathways that allow me to continue and extend my sporting experience in my place of learning and beyond.","HWB 4-26a","tcm:4-526834"
"2729","","","Physical education","tcm:4-527313"
"2730","","","Cooperation and competition","tcm:4-526267"
"2731","","I am aware of my own and others' needs and feelings especially when taking turns and sharing resources. I recognise the need to follow rules.","HWB 0-23a","tcm:4-526793"
"2732","","I can follow and understand rules and procedures, developing my ability to achieve personal goals. I recognise and can adopt different roles in a range of practical activities.","HWB 1-23a","tcm:4-526794"
"2733","","While working and learning with others, I improve my range of skills, demonstrate tactics and achieve identified goals.","HWB 2-23a","tcm:4-526795"
"2734","","I am developing the skills to lead and recognise strengths of group members, including myself. I contribute to groups and teams through my knowledge of individual strengths, group tactics, and strategies.","HWB 3-23a","tcm:4-526796"
"2735","","While learning together, and in leadership situations, I can: experience different roles and take responsibility in organising a physical event; contribute to a supportive and inclusive environment; demonstrate behaviour that contributes to fair play.","HWB 4-23a","tcm:4-526797"
"2736","","","Evaluating and appreciating","tcm:4-526268"
"2737","","By exploring and observing movement, I can describe what I have learned about it.","HWB 0-24a","tcm:4-526801"
"2738","","I can recognise progress and achievement by discussing my thoughts and feelings and giving and accepting feedback.","HWB 1-24a","tcm:4-526803"
"2739","","By reflecting on my own and others' work and evaluating it against shared criteria, I can recognise improvement and achievement and use this to progress further.","HWB 2-24a","tcm:4-526804"
"2740","","I can analyse and discuss elements of my own and others' work, recognising strengths and identifying areas where improvements can be made.","HWB 3-24a","tcm:4-526805"
"2741","","I can: observe closely, reflect, describe and analyse key aspects of my own and others' performances; make informed judgements, specific to an activity; monitor and take responsibility for improving my own performance based on recognition of personal strengths and development needs.","HWB 4-24a","tcm:4-526806"
"2742","","","Movement skills, competencies and concepts","tcm:4-526269"
"2743","","I am learning to move my body well, exploring how to manage and control it and finding out how to use and share space.","HWB 0-21a","tcm:4-526807"
"2744","","I am developing my movement skills through practice and energetic play.","HWB 0-22a","tcm:4-526812"
"2745","","I am discovering ways that I can link actions and skills to create movement patterns and sequences. This has motivated me to practise and improve my skills to develop control and flow.","HWB 1-21a","tcm:4-526808"
"2746","","I am developing skills and techniques and improving my level of performance and fitness.","HWB 1-22a","tcm:4-526813"
"2747","","As I encounter new challenges and contexts for learning, I am encouraged and supported to demonstrate my ability to select, adapt and apply movement skills and strategies, creatively, accurately and with control.","HWB 2-21a","tcm:4-526810"
