course_id,crb,programme_owner,programme_identifier,programme_owner_identifier,title,level,credits,subject_1,subject_2,description,target,approval_date,review_date,private,archived
871,Edinburgh Napier University,Relationships Scotland,CCR0330,REL-ENU/CCR,Diploma in Relationships Counselling,9,120,Health and Social Care,Personal Development,"The programme has been designed to equip students as competent, reflective and empathic relationship counsellors working with individuals and couples.",Individuals with an interest in counselling,29/06/2010,29/06/2015,0,0
870,Edinburgh Napier University,NHS Health Scotland,CCR0316,NHS-ENU/CCR,Health Inequalities and Behaviour Change Training,7,20,Health and Social Care,Personal Development,Health Inequalities and Behaviour Change Training is aimed at NHS staff. The aim of the course is to enable participants to have greater knowledge and awareness of health inequalities and be appropriately skilled to deliver brief interventions through motivational interviewing during their consultations with individuals and to negotiate health related behaviour changes with clients. The course is aimed at all staff supporting delivery of health and care in partnership with NHS.,NHS Staff Development,31/05/2008,29/06/2013,0,0
869,Edinburgh Napier University,Move On,CCR0320,MP-ENU/CCR,Volunteer Peer Education Excellence Programme,5,16,Health and Social Care,Personal Development,"Move On works to prevent homelessness and to support people affected by homelessness. The Volunteer Peer Education Excellence programme works with people to enable them to develop the skills and tools they need to reach their own long-term solutions, leading towards apositive future.",People who have an understanding of homelessness,11/11/2009,30/11/2014,0,0
868,Edinburgh Napier University,Aberlour Child Care Trust,CCR0331,ACCT-ENU/CCR,Managing for Excellence,9,60,Management,Business and Administration,"Managing for Excellence consists of three x 20 credit modules at SCQF level 9, entitled: a) Managing People b) Managing Strategically and c) Managing Services. This is an in-house programme for Aberlour Trust managers.",Aberlour Trust first line and middle line managers.,08/09/2010,08/09/2015,0,0
842,Edinburgh Napier University,"Queen Margaret Hospital, NHS Fife",CCR0334,QMH-ENU/CCR,Ophthalmic Skills Training Course: Nursing Management of Acute Eye Conditions,9,5,Health and Social Care,,This two-day course has been designed to develop in students a comprehensive understanding of the pathophysiology and management of patients with acute eye pathologies.,Queen Margaret Hospital Staff,08/09/2010,08/09/2015,0,0
828,Edinburgh Napier University,Ross International,CCR0321,RIA-ENU/CCR,Certificate in Leading Rapid Improvement,11,60,Business and Administration,Management,"The programme aims to develop professionals who can apply rapid improvement tools and techniques, based on the Lean Theory principles, to critical business areas and achieve significant, sustainable and quantifiable business and organisational improvements; and to provide participants with the means to add value to their internal and / or external customers by eliminating inefficiencies, encouraging inclusive participation and problem ownership and focusing on results.",All candidates are welcome to take the course.,01/03/2008,01/03/2013,0,0
806,Edinburgh Napier University,"Queen Margaret Hospital, NHS Fife",CCR0322,QMH-ENU/CCR,Professional Practice in Ophthalmology: Developing Evidence Based Practice for Ophthalmic Nursing,9,20,Health and Social Care,Sciences,The course is aimed to develop evidence based practice for ophthalmic nursing.,Queen Margaret Hospital Staff,23/04/2010,23/04/2015,0,0
805,Edinburgh Napier University,The Association for Project Management,CCR0336,AMP-ENU/CCR,APM Introductory Certificate (IC),6,2,Management,Personal Development,"The APM Introductory Certificate in Project Management offers a fundamental awareness of project management terminology.No prior knowledge or experience is required for this qualification which will offer the individual the knowledge to make a positive contribution to any project. It assesses the key elements of the project management lifecycle and covers 27 knowledge areas from the APM Body of Knowledge 5th edition including planning and scheduling, communication, teamwork, resource management, project risk management and project reviews.",Those wishing to gain a broad understanding of project management.,24/02/2011,24/02/2016,0,0
804,Edinburgh Napier University,The Association for Project Management,CCR0337,AMP-ENU/CCR,APMP Qualification,7,5,Management,Personal Development,"APMP (IPMA Level D) is a knowledge based qualification that allows candidates to demonstrate knowledge of all elements of project management. Candidates will be able to demonstrate an understanding of how these elements interact and how their project fits into their strategic and commercial environment. APMP includes budgeting and cost management, conflict management, communication, earned value management, leadership, negotiation, procurement, sponsorship and teamwork. APMP is a qualification recognised both nationally and internationally giving candidates a qualification that can be carried from one job to another or from one industry to another.",APMP is aimed at those wishing to achieve a broad level of project management knowledge sufficient to participate in projects from individual assignments through to large capital projects.,24/02/2011,24/02/2016,0,0
803,Edinburgh Napier University,Myeloma UK,CCR0317,MYL-ENU/CCR,Myeloma Nurse Learning Programme,7,20,Health and Social Care,Personal Development,An online educational programme using Moodle technology (2008) for haematology / oncology nurses who have a particular interest or work with myeloma patients and their families,Healthcare Professionals,01/12/2008,01/12/2013,0,0
768,Institute of Leadership and Management,Institute of Leadership and Management,ILM012,23397C7RB4,ILM Diploma in First Line Management,6,37,Management,,Aims at developing a very wide range of basic management skills and assisting participants in gaining the comprehensive knowledge required by a first line manager,Practising or potential first line managers,11/03/2009,31/12/2014,0,0
754,Scottish Police College,Scottish Police College,CR/PTD/001,The Scottish Police College,SOCA - Scottish Powers,7,11,Public Services,,This programme is for cross border agencies to operate within the guidelines of Scots Law guidance,For all cross border agency operatives,26/01/2011,26/01/2016,0,0
725,City of Glasgow College,Central College,60CCPRST,1304A0AIL9,Certificate in Prosecution Practice,8,16,Public Services,,"2 units byDistance learning 1 in Criminal Procedure and 1 in Criminal Law for Procurator Fiscal and Crown Office staff who require training for post of Investigative Assistant",,06/12/2010,06/12/2013,0,0
722,Edinburgh's Telford College,Forth Valley College,EDIT,1304A066U7,Equality Diversity Inclusion Training for Trainers (EDIT),6,12,Other,,This programme looks at equalities legislation and how to promote an inclusive culture in which difference is understood and respected.,Trainers who wish to disseminate information on di,01/10/2006,01/01/2009,0,0
720,Adam Smith College,Adam Smith College,UNITEULR,C5460450,UNITE Union Learning Representative Training,7,16,Public Services,Education,Training programme to support UNITE union learning representatives.,UNITE trade union learning representatives,01/09/2009,01/09/2012,0,0
715,SQA Credit Rating Service,Sabre Safety,150,0028ss,Hydrogen Sulfide Supervisor: Level II,7,61,Sciences,Management,Provide Technicians with skills and knowledge for the safety and management of Hydrogen Sulfide hazard particularly within the Oil and Gas industry,,16/05/2010,30/05/2015,0,0
707,Edinburgh's Telford College,Edinburgh's Telford College,SDVX/ISL-P1A,1304A07352,IT Skills for individual learning: ICT skills,5,3,Computing,Business and Administration,"Start up navigation and shut down; operation of PC based applications (Word, email, web, PowerPoint presentations)",FE staff who need to develop ICT skills and compet,31/10/2006,31/10/2009,0,0
706,SQA Credit Rating Service,Sabre Safety,149,0028ss,Hydrogen Sulfide Supervisor: Level I,6,46,Sciences,Management,Provides Sabre Safety Technicians with skills and knowledge for the safety and management of Hydrogen Sulfide hazard particularly within the Oil and Gas industry,,16/05/2010,30/05/2015,0,0
674,SQA Credit Rating Service,Montessori Education UK and Montessori Partnership,90,0021me,Bournemouth Montessori Centre Diploma (based on the Montessori Early Years Learning Programme),8,149,Education,,A fully rounded college based course in the Montessori method of teaching children from 2 to 6 years.,,20/08/2008,30/08/2013,0,0
670,SQA Credit Rating Service,Montessori Education UK and Montessori Partnership,93,0021me,Montessori Diploma in Early Years Education (based on the Montessori Early Years Learning Programme),8,149,Education,,"This programme has been devised to enable people wishing to work or who already work in the early years field in Montessori settings. It will enable those individuals to gain the knowledge and understanding, practical skills, competence and work-based reflective experience to enable them to deliver a Montessori early years curriculum",,20/08/2008,30/08/2013,0,0
668,SQA Credit Rating Service,Extralearn International College,162,0035planetEDU,Professional Diploma for Skills Developers,7,42,Education,,Designed to meet the requirements of professionals who are already involved with teaching at school level and / or delivering training for professional and skills development courses.,,19/09/2010,29/09/2015,0,0
667,SQA Credit Rating Service,National Examination Board in Occupational Safety and Health (NEBOSH),148,0027nebosh,NEBOSH National Diploma in Occupational Health and Safety,10,48,Public Services,,Helps provide a broad understanding of health and safety issues and be able to manage risks effectively,,01/01/2011,31/01/2016,0,0
662,SQA Credit Rating Service,Montessori Education UK and Montessori Partnership,91,0021me,"Montessori Diploma, Casa dei Bambini (based on the Montessori Early Years Learning Programme)",8,149,Education,Health and Social Care,,,20/08/2008,30/08/2013,0,0
